編號,行政區,門牌,交易日,建物型態,主要用途,樓層,總樓層,交易時屋齡,總價(萬),有車位,車位價(萬),車位(坪),車位可拆分,總坪,主建物(坪),附屬+陽台(坪),共有部分(坪),①扣車位建坪單價,②÷主建物,③÷主+附,含車位單價(僅參考),備註標記,備註原文,來源檔
RPVNMLMJMHKGFFA08DA,大安區,大安區和平東路三段228巷15號四樓,2025-03-20,公寓,住家用,4,5,46.4,1830,無,,,是,32.1709,29.9384,2.2325,0,56.88,61.13,56.88,56.88,,,a_114S2.csv
RPQNMLSJNHKGFFA28DA,大安區,大安區和平東路三段103號十樓,2025-03-19,住宅大樓,住家用,10,12,39.1,2680,無,,,是,31.9864,23.6404,2.7679,5.5781,83.79,113.37,101.48,83.79,,,a_114S2.csv
RPPNMLSJMHKGFFA08DA,大安區,大安區復興南路二段171巷16號十八樓,2025-03-18,住宅大樓,住家用,18,19,39.8,3340,無,,,是,39.2948,29.5633,3.2882,6.4433,85,112.98,101.67,85,含增建/未登記,其他增建；,a_114S2.csv
RPSNMLQKMHKGFDA08DA,信義區,信義區基隆路一段380巷2號五樓之1,2025-03-16,住宅大樓,住家用,5,12,41.5,3138,無,,,是,34.0948,22.503,3.9234,7.6684,92.04,139.45,118.74,92.04,含增建/未登記,陽台外推；其他增建；,a_114S2.csv
RPPNMLKMQHKGFFA97DA,大安區,大安區復興南路一段342號七樓之2,2025-03-16,住宅大樓,住家用,7,15,1.3,6780,有,350,11.4073,是,55.7538,29.4907,2.5259,12.3299,144.99,218.03,200.83,121.61,,,a_114S4.csv
RPWOMLLKNHKGFFA38DA,大安區,大安區忠孝東路四段205巷39號二樓,2025-03-14,華廈,住家用,2,6,38.2,6500,無,,,是,63.9485,52.3628,6.7488,4.837,101.64,124.13,109.96,101.64,其他備註,土地價款：新臺幣陸仟參佰伍拾萬元整     建物價款：新臺幣壹佰伍拾萬元整,a_114S2.csv
RPSNMLSLLHKGFFA58EA,大安區,大安區臨江街91號五樓之1,2025-03-14,華廈,商業用,5,8,25.6,1000,無,,,是,49.3105,30.6281,3.3275,15.3549,20.28,32.65,29.45,20.28,地上權/承租土地,向台北市政府承租土地；建物坐落地號：通化段二小段388地號；,a_114S2.csv
RPQNMLPLMHKGFDA87DA,信義區,信義區基隆路一段432號十二樓之3,2025-03-12,住宅大樓,住家用,12,15,42.8,2842,無,,,是,35.934,29.1973,0,6.7367,79.09,97.34,97.34,79.09,,,a_114S2.csv
RPQOMLNLMHKGFDA77DA,信義區,信義區基隆路一段364巷26號十樓之1,2025-03-11,住宅大樓,住家用,10,12,41.5,2520,無,,,是,31.4358,20.812,3.5453,7.0785,80.16,121.08,103.46,80.16,,,a_114S2.csv
RPTNMLRKMHKGFFA48DA,大安區,大安區復興南路一段342號四樓之3,2025-03-11,住宅大樓,住家用,4,15,1.3,6188,有,,11.4073,否,48.3637,24.684,1.7696,10.5028,,,,127.95,,,a_114S2.csv
RPUNMLSLMHKGFFA78DA,大安區,大安區復興南路二段171巷24號七樓,2025-03-11,住宅大樓,住家用,7,19,39.8,3920,無,,,是,44.8275,33.5836,3.7873,7.4566,87.45,116.72,104.89,87.45,含增建/未登記,陽台外推；,a_114S2.csv
RPRNMLPKNHKGFDA97DA,信義區,信義區信義路四段375號十二樓之6,2025-03-10,住宅大樓,住家用,12,12,47.9,3636,無,,,是,42.2744,32.9755,3.3215,5.9774,86.01,110.26,100.17,86.01,頂樓,,a_114S2.csv
RPSNMLKMMHKGFDA67DA,信義區,信義區吳興街600巷100弄6號四樓,2025-03-08,公寓,住家用,4,4,48.3,1425,無,,,是,28.2717,28.2717,0,0,50.4,50.4,50.4,50.4,含增建/未登記、頂樓,陽台外推；其他增建；,a_114S2.csv
RPOOMLRJMHKGFDA77DA,信義區,信義區吳興街223號五樓,2025-03-07,華廈,住家用,5,7,32.8,4156,無,,,是,51.9635,41.9447,5.7112,4.3076,79.98,99.08,87.21,79.98,,,a_114S2.csv
RPPNMLSLMHKGFFA38EA,大安區,大安區通化街123巷6號四樓,2025-03-07,公寓,住家用,4,5,45.7,1400,無,,,是,35.6527,30.374,5.2786,0,39.27,46.09,39.27,39.27,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S2.csv
RPTNMLLMLHKGFDA77DA,信義區,信義區吳興街156巷33弄6號二樓,2025-03-07,公寓,住家用,2,4,48.4,1200,無,,,是,26.2752,26.2752,0,0,45.67,45.67,45.67,45.67,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S2.csv
RPUNMLOKMHKGFFA28DA,大安區,大安區通安街118巷4號三樓,2025-03-07,華廈,住家用,3,9,25.2,5000,有,,,否,63.3949,34.8964,3.019,25.4796,,,,78.87,,,a_114S2.csv
RPQNMLLLMHKGFDA57EA,信義區,信義區忠孝東路四段559巷16弄17之1號五樓,2025-03-06,華廈,住家用,5,6,36.8,3875,無,,,是,39.3976,30.3166,3.1006,5.9804,98.36,127.82,115.96,98.36,,,a_114S2.csv
RPPNMLRKNHKGFFA18DA,大安區,大安區復興南路一段135巷17號二樓之2,2025-03-06,住宅大樓,住家用,2,12,52.1,2350,無,,,是,23.4831,18.7429,0,4.7402,100.07,125.38,125.38,100.07,,,a_114S2.csv
RPPNMLMLLHKGFFA57DA,大安區,大安區通化街171巷15號六樓,2025-03-06,華廈,住家用,6,7,40.9,3000,無,,,是,33.8074,28.2565,3.0069,2.544,88.74,106.17,95.96,88.74,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S2.csv
RPSNMLPKMHKGFFA18DA,大安區,大安區安和路二段92號九樓之3,2025-03-04,住宅大樓,住家用,9,25,35.6,6900,有,400,10.9687,是,73.4379,44.3495,9.1385,8.9812,104.05,146.56,121.52,93.96,,,a_114S2.csv
RPRNMLKLNHKGFFA77DA,大安區,大安區通化街123巷15號二樓,2025-03-03,公寓,住家用,2,5,46.5,704,無,,,是,22.2217,18.2135,4.0081,0,31.68,38.65,31.68,31.68,特殊關係、含增建/未登記,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,a_114S2.csv
RPTTMLMKNHKGFDA48DA,信義區,信義區基隆路一段364巷38號六樓之1,2025-03-03,住宅大樓,住家用,6,12,41.5,3100,無,,,是,32.2949,21.0601,2.1992,9.0357,95.99,147.2,133.28,95.99,,,a_114S2.csv
RPQNMLTLLHKGFFA38DA,大安區,大安區通化街39巷23號五樓之1,2025-03-02,公寓,住家用,5,5,39.4,1820,無,,,是,27.3067,20.9875,2.5047,3.8145,66.65,86.72,77.47,66.65,含增建/未登記、頂樓,陽台外推；頂樓加蓋；其他增建；,a_114S2.csv
RPPNMLQLLHKGFFA97DA,大安區,大安區光復南路98之3號八樓,2025-03-01,住宅大樓,住家用,8,12,37.3,4428,無,,,是,36.9564,26.6019,4.8309,5.5237,119.82,166.45,140.87,119.82,,,a_114S2.csv
RPQNMLKLLHKGFFA57EA,大安區,大安區忠孝東路四段216巷33弄9號五樓,2025-02-27,華廈,住家用,5,7,48.1,3780,無,,,是,41.5363,37.3436,0,4.1927,91,101.22,101.22,91,,,a_114S3.csv
RPUNMLOJOHKGFFA38DA,大安區,大安區安和路一段79號十樓,2025-02-27,住宅大樓,住家用,10,12,40.2,4300,無,,,是,33.4686,24.9079,3.4969,5.0639,128.48,172.64,151.38,128.48,,,a_114S2.csv
RPOOMLRJMHKGFFA97DA,大安區,大安區忠孝東路四段181巷7弄21號二樓,2025-02-25,華廈,住家用,2,7,56.4,2388,無,,,是,21.4805,17.3393,1.7787,2.3625,111.17,137.72,124.91,111.17,含增建/未登記,其他增建；,a_114S2.csv
RPQNMLTKNHKGFDA28DA,信義區,信義區吳興街352號四樓之1,2025-02-22,華廈,住家用,4,7,42.2,2300,無,,,是,25.9152,19.6292,2.6227,3.6633,88.75,117.17,103.36,88.75,,,a_114S2.csv
RPPNMLTKLHKGFFA18DA,大安區,大安區延吉街156號三樓之1,2025-02-22,華廈,住家用,3,7,45.5,3500,無,,,是,36.1639,27.9147,2.3202,5.929,96.78,125.38,115.76,96.78,含增建/未登記,陽台外推；其他增建；,a_114S2.csv
RPOOMLNKNHKGFFA77DA,大安區,大安區和平東路三段280號四樓之1,2025-02-22,住宅大樓,住家用,4,12,38.9,2700,無,,,是,35.6315,26.2298,3.8297,5.5721,75.78,102.94,89.82,75.78,,,a_114S2.csv
RPQNMLPLLHKGFFA97DA,大安區,大安區復興南路一段253巷8號三樓之1,2025-02-21,住宅大樓,住家用,3,14,46.1,4000,有,,,否,54.2262,43.9139,5.2786,5.0336,,,,73.77,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S2.csv
RPUNMLKLLHKGFFA87DA,大安區,大安區信義路四段265巷32號六樓之1,2025-02-21,華廈,住家用,6,7,47.2,1500,無,,,是,20.4793,16.8553,1.8906,1.7333,73.24,88.99,80.02,73.24,含增建/未登記,陽台外推；,a_114S2.csv
RPWNMLQJLHKGFDA28DA,信義區,信義區基隆路一段364巷38號八樓之1,2025-02-20,住宅大樓,住家用,8,12,41.4,2680,無,,,是,32.2949,21.0601,2.1992,9.0357,82.99,127.26,115.22,82.99,,,a_114S1.csv
RPSNMLNLOHKGFDA08DA,信義區,信義區嘉興街305巷3號四樓,2025-02-20,公寓,住家用,4,4,56.4,1650,無,,,是,21.4957,14.272,7.2237,0,76.76,115.61,76.76,76.76,含增建/未登記、頂樓,其他增建；,a_114S3.csv
RPRNMLMLMHKGFDA67DA,信義區,信義區吳興街361巷2號二樓,2025-02-20,公寓,住家用,2,4,48.6,1179,無,,,是,15.0433,15.0433,0,0,78.37,78.37,78.37,78.37,含增建/未登記,陽台外推；,a_114S2.csv
RPUNMLLKLHKGFFA87DA,大安區,大安區光復南路420巷20號七樓,2025-02-18,華廈,住家用,7,7,44.2,4360,無,,,是,44.0107,32.4492,5.5146,6.047,99.07,134.36,114.85,99.07,含增建/未登記、頂樓,陽台外推；其他增建；,a_114S2.csv
RPRNMLPLNHKGFFA28DA,大安區,大安區敦化南路二段98號十六樓,2025-02-14,住宅大樓,住家用,16,26,39.2,2600,無,,,是,147.1239,116.0541,12.5961,18.4737,17.67,22.4,20.21,17.67,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S2.csv
RPQNMLPJLHKGFFA77DA,大安區,大安區安和路二段90號四樓,2025-02-14,住宅大樓,住家用,4,25,35.5,8200,有,400,,否,98.5545,61.7433,12.2966,24.5146,,,,83.2,含增建/未登記,陽台外推；其他增建；,a_114S2.csv
RPQNMLNKLHKGFDA47DA,信義區,信義區基隆路二段177號八樓之1,2025-02-12,住宅大樓,住家用,8,15,14.4,4200,有,300,11.7037,是,49.7582,21.2779,2.4684,14.3083,102.48,183.29,164.24,84.41,,,a_114S2.csv
RPQNMLRLKHKGFFA08DA,大安區,大安區敦化南路一段270巷10號四樓,2025-02-12,華廈,住家用,4,7,47.4,2680,無,,,是,81.5086,62.312,11.2016,7.9951,32.88,43.01,36.46,32.88,特殊關係、含增建/未登記,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,a_114S1.csv
RPVNMLOLKHKGFFA28DA,大安區,大安區基隆路二段134之1號八樓,2025-02-09,住宅大樓,住家用,8,12,43.6,2738,無,,,是,31.3481,24.9986,2.3111,4.0384,87.34,109.53,100.26,87.34,含增建/未登記,陽台外推；其他增建；,a_114S2.csv
RPRNMLKLKHKGFFA47DA,大安區,大安區通化街134號二樓,2025-02-09,公寓,住家用,2,5,46.7,1020,無,,,是,12.3118,10.2124,2.0994,0,82.85,99.88,82.85,82.85,含增建/未登記,陽台外推；,a_114S2.csv
RPTNMLNJKHKGFFA77DA,大安區,大安區復興南路一段132號八樓之3,2025-01-23,住宅大樓,住家用,8,15,0.8,1780,無,,,是,11.4345,6.0319,0.9559,4.4468,155.67,295.1,254.73,155.67,,,a_114S2.csv
RPRNMLNKLHKGFFA77DA,大安區,大安區忠孝東路四段112號八樓之2,2025-01-21,住宅大樓,住家用,8,12,49.3,1495,無,,,是,12.6596,12.1393,0,0.5203,118.09,123.15,123.15,118.09,含增建/未登記,陽台外推；,a_114S2.csv
RPRNMLQLKHKGFFA08DA,大安區,大安區忠孝東路四段233號九樓之9,2025-01-20,住宅大樓,住家用,9,11,42.1,1720,無,,,是,15.1795,11.9004,0,3.2791,113.31,144.53,144.53,113.31,,,a_114S2.csv
RPSNMLSJKHKGFFA18DA,大安區,大安區仁愛路四段396號九樓,2025-01-20,住宅大樓,住家用,9,14,44.8,4166,無,,,是,36.2214,27.6394,4.6071,3.9749,115.02,150.73,129.19,115.02,含增建/未登記,其他增建；,a_114S1.csv
RPTNMLPKMHKGFDA08DA,信義區,信義區基隆路一段380巷2號十二樓之1,2025-01-19,住宅大樓,住家用,12,12,41.3,3068,無,,,是,34.0948,22.503,3.9234,7.6684,89.98,136.34,116.1,89.98,含增建/未登記、頂樓,陽台外推；其他增建；,a_114S3.csv
RPVNMLQLKHKGFDA28DA,信義區,信義區吳興街579號三樓,2025-01-18,華廈,住家用,3,7,32.9,3680,無,,,是,55.0641,43.2273,6.4251,5.4117,66.83,85.13,74.12,66.83,,,a_114S1.csv
RPTNMLSKLHKGFFA48DA,大安區,大安區敦化南路二段128號十六樓之3,2025-01-16,住宅大樓,住家用,16,16,45.9,4000,無,,,是,35.6708,25.7367,4.3197,5.6144,112.14,155.42,133.08,112.14,含增建/未登記、頂樓,陽台外推；其他增建；,a_114S2.csv
RPPNMLLLKHKGFFA47EA,大安區,大安區敦化南路一段261號五樓之1,2025-01-16,住宅大樓,住家用,5,14,42.6,6670,有,,,否,53.4971,41.4516,8.1766,3.869,,,,124.68,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S1.csv
RPRRMLNKKHKGFFA08DA,大安區,大安區延吉街157之1號二樓,2025-01-15,華廈,住家用,2,7,43.3,4680,無,,,是,61.2744,49.8762,8.8905,2.5077,76.38,93.83,79.64,76.38,,,a_114S1.csv
RPPPMLSKLHKGFDA08DA,信義區,信義區光復南路567號十三樓之15,2025-01-15,住宅大樓,住家用,13,18,16.4,1788,無,,,是,13.0045,7.8499,0.5838,4.5708,137.49,227.77,212.01,137.49,含增建/未登記,陽台外推；夾層；,a_114S2.csv
RPQNMLPJKHKGFFA67DA,大安區,大安區通化街38巷22號四樓之2,2025-01-11,華廈,住家用,4,7,43.1,2288,無,,,是,27.2704,22.1884,1.7727,3.3094,83.9,103.12,95.49,83.9,含增建/未登記,陽台外推；其他增建；,a_114S1.csv
RPPNMLRLKHKGFFA08EA,大安區,大安區光復南路672號六樓之2,2025-01-09,住宅大樓,住家用,6,12,40.6,1780,無,,,是,16.4621,12.0546,1.3673,3.0401,108.13,147.66,132.62,108.13,含增建/未登記,陽台外推；,a_114S1.csv
RPPNMLSJKHKGFDA67DA,信義區,信義區吳興街600巷55弄5號二樓,2025-01-09,公寓,住家用,2,5,45.1,1280,無,,,是,29.2487,26.1511,3.0976,0,43.76,48.95,43.76,43.76,,,a_114S1.csv
RPOOMLKKLHKGFDA07DA,信義區,信義區光復南路551號六樓之2,2025-01-09,住宅大樓,住家用,6,12,36.2,1080,無,,,是,14.0209,9.1174,1.8241,3.0795,77.03,118.46,98.71,77.03,,,a_114S2.csv
RPQNMLOJKHKGFFA67EA,大安區,大安區敦化南路二段106號十一樓之1,2025-01-08,住宅大樓,住家用,11,26,39.1,1450,無,,,是,13.6004,9.6256,1.6789,2.296,106.61,150.64,128.27,106.61,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S1.csv
RPXQMLRKMHKGFFA56DA,大安區,大安區忠孝東路四段101巷16號七樓,2025-01-08,華廈,住家用,7,8,56.2,4816,無,,,是,53.7452,49.0262,4.719,0,89.61,98.23,89.61,89.61,,,a_114S2.csv
RPPNMLOLKHKGFFA67DA,大安區,大安區復興南路一段132號八樓之1,2025-01-06,住宅大樓,住家用,8,15,0.8,1850,無,,,是,11.9609,7.4143,0,4.5466,154.67,249.52,249.52,154.67,,,a_114S1.csv
RPSNMLRKPHKGFFA68DA,大安區,大安區復興南路一段342號五樓之8,2025-01-05,住宅大樓,住家用,5,15,1.2,3500,無,,,是,22.993,13.5611,2.9252,6.5068,152.22,258.09,212.3,152.22,,,a_114S3.csv
RPTNMLTKKHKGFFA48DA,大安區,大安區忠孝東路四段126之10號,2025-01-03,住宅大樓,住家用,10,12,55.2,244,無,,,是,6.0712,6.0712,0,0,40.19,40.19,40.19,40.19,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S1.csv
RPUNMLTKKHKGFFA58DA,大安區,大安區忠孝東路四段126之10號,2025-01-03,住宅大樓,住家用,10,12,55.2,244,無,,,是,6.0712,6.0712,0,0,40.19,40.19,40.19,40.19,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S1.csv
RPPNMLNKKHKGFFA57EA,大安區,大安區敦化南路二段154巷3號五樓,2025-01-03,住宅大樓,住家用,5,19,39.8,3858,有,,,否,41.6573,24.3724,4.1836,13.1013,,,,92.61,,,a_114S1.csv
RPPNMLNKKHKGFFA47DA,大安區,大安區忠孝東路四段205巷19號七樓之1,2025-01-02,華廈,住家用,7,7,48.7,1500,無,,,是,18.0532,18.0532,0,0,83.09,83.09,83.09,83.09,含增建/未登記、頂樓,陽台外推；,a_114S1.csv
RPSNMLPKQHKGFFA58DA,大安區,大安區復興南路一段342號十一樓之3,2025-01-02,住宅大樓,住家用,11,15,1.2,3912,無,,,是,26.0785,17.2123,1.446,7.4203,150.01,227.28,209.67,150.01,,,a_114S3.csv
RPPNMLNKLHKGFFA67EA,大安區,大安區敦化南路二段55巷12號七樓,2024-12-31,華廈,住家用,7,7,43.8,2970,無,,,是,33.759,22.984,4.595,6.1801,87.98,129.22,107.69,87.98,含增建/未登記、頂樓,陽台外推；,a_114S2.csv
RPPNMLTKKHKGFFA18EA,大安區,大安區光復南路290巷55號七樓之1,2024-12-31,華廈,住家用,7,7,44.9,1800,無,,,是,19.9953,14.4686,2.7195,2.8072,90.02,124.41,104.72,90.02,頂樓,,a_114S1.csv
RPSOMLQLKIJGFDA18EA,信義區,信義區吳興街284巷65號六樓,2024-12-30,華廈,住家用,6,6,35,910,無,,,是,50.2453,37.9275,7.7501,4.5678,18.11,23.99,19.92,18.11,特殊關係、含增建/未登記、頂樓,親友、員工、共有人或其他特殊關係間之交易；陽台外推；頂樓加蓋；,a_114S1.csv
RPRNMLNJKHKGFFA57DA,大安區,大安區通化街202號五樓,2024-12-30,公寓,住家用,5,5,46.6,2800,無,,,是,41.0795,28.0115,13.068,0,68.16,99.96,68.16,68.16,含增建/未登記、頂樓,頂樓加蓋；,a_114S1.csv
RPPNMLOJLHKGFFA57DA,大安區,大安區敦化南路二段63巷13號六樓,2024-12-27,華廈,住家用,6,7,43.8,3820,無,,,是,33.2932,23.6767,4.7674,4.8491,114.74,161.34,134.3,114.74,含增建/未登記,陽台外推；,a_114S2.csv
RPPNMLMJJHKGFFA17DA,大安區,大安區忠孝東路四段250號八樓,2024-12-27,住宅大樓,住家用,8,12,49.7,2070,無,,,是,22.261,19.6807,0,2.5803,92.99,105.18,105.18,92.99,特殊關係,買方原有1/2權利範圍，再購買1/2權利範圍。親友、員工、共有人或其他特殊關係間之交易；,a_114S1.csv
RPXNMLPLKHKGFFA58DA,大安區,大安區忠孝東路四段60號九樓之2,2024-12-26,住宅大樓,住家用,9,12,49.7,3960,無,,,是,41.5514,38.7896,0,2.7618,95.3,102.09,102.09,95.3,含增建/未登記,陽台外推；其他增建；,a_114S2.csv
RPRNMLQJLHKGFFA97DA,大安區,大安區仁愛路四段50之63號,2024-12-23,住宅大樓,住家用,9,12,53.7,2988,無,,,是,17.1336,17.1336,0,0,174.39,174.39,174.39,174.39,含增建/未登記,陽台外推；,a_114S2.csv
RPUNMLRJJHKGFFA18DA,大安區,大安區光復南路290巷53號七樓,2024-12-18,華廈,住家用,7,7,44.9,4838,無,,,是,44.2104,33.4021,4.2048,6.6036,109.43,144.84,128.65,109.43,含增建/未登記、頂樓,頂樓加蓋；其他增建；,a_114S1.csv
RPTNMLOLKIJGFFA08DA,大安區,大安區忠孝東路四段233號九樓之17,2024-12-18,住宅大樓,住家用,9,11,42,1530,無,,,是,12.6808,9.2565,0.9166,2.5077,120.65,165.29,150.4,120.65,含增建/未登記,其他增建；,a_114S1.csv
RPVNMLLMKIJGFFA08DA,大安區,大安區敦化南路二段128號十一樓之7,2024-12-17,住宅大樓,住家用,11,16,45.8,3166,無,,,是,27.4458,20.0195,3.5332,3.8932,115.35,158.15,134.42,115.35,含增建/未登記,陽台外推；,a_114S1.csv
RPRNMLNKJHKGFFA57DA,大安區,大安區和平東路三段358號四樓,2024-12-15,公寓,住家用,4,4,47.6,1300,無,,,是,24.8806,23.5194,1.3613,0,52.25,55.27,52.25,52.25,頂樓,,a_114S1.csv
RPVNMLQJJHKGFFA18DA,大安區,大安區復興南路一段132號九樓之3,2024-12-14,住宅大樓,住家用,9,15,0.7,1800,無,,,是,11.4345,6.0319,0.9559,4.4468,157.42,298.42,257.59,157.42,,,a_114S1.csv
RPRNMLNJIIKGFFA57EA,大安區,大安區光復南路260巷52號五樓,2024-12-10,華廈,住家用,5,7,43,5000,無,,,是,44.1469,36.5239,5.0124,2.6106,113.26,136.9,120.38,113.26,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S4.csv
RPWNMLNKJHKGFFA08DA,大安區,大安區忠孝東路四段112號十樓之8,2024-12-10,住宅大樓,住家用,10,12,49.2,2280,無,,,是,20.3492,18.0714,0,2.2778,112.04,126.17,126.17,112.04,含增建/未登記,其他增建；,a_114S1.csv
RPPNMLNLKIJGFFA57DA,大安區,大安區敦化南路二段81巷27號六樓,2024-12-09,華廈,住家用,6,7,44.2,4200,無,,,是,38.1785,28.8494,4.5012,4.8279,110.01,145.58,125.93,110.01,含增建/未登記,陽台外推；其他增建；,a_114S1.csv
RPRNMLNJJHKGFFA47DA,大安區,大安區敦化南路二段152之1號七樓,2024-12-09,住宅大樓,住家用,7,19,39.7,4058,無,,,是,40.3323,24.324,3.1309,12.8774,100.61,166.83,147.81,100.61,含增建/未登記,陽台外推；其他增建；,a_114S1.csv
RPSNMLRKJHKGFFA08DA,大安區,大安區復興南路二段236號十一樓之4,2024-12-08,住宅大樓,住家用,11,12,46.8,3560,無,,,是,36.542,28.4078,1.21,6.9242,97.42,125.32,120.2,97.42,,,a_114S1.csv
RPWNMLMJJHKGFFA87DA,大安區,大安區嘉興街398號二樓,2024-12-07,公寓,住家用,2,4,48.6,1750,無,,,是,29.524,29.524,0,0,59.27,59.27,59.27,59.27,,,a_114S1.csv
RPQPMLQKKIJGFFA08DA,大安區,大安區通化街123巷10號三樓,2024-12-07,公寓,住家用,3,5,45.4,1885,無,,,是,25.5855,22.3124,3.2731,0,73.67,84.48,73.67,73.67,含增建/未登記,陽台外推；其他增建；,a_114S1.csv
RPVOMLQKKIJGFFA48DA,大安區,大安區敦化南路二段144號五樓,2024-12-06,華廈,住家用,5,7,40.4,3667,無,,,是,33.9798,22.4516,2.8405,8.6878,107.92,163.33,144.99,107.92,,,a_114S1.csv
RPQOMLMJMHKGFFA67DA,大安區,大安區安和路一段99號十三樓之1,2024-12-06,住宅大樓,住家用,13,16,43.8,6680,無,,,是,64.2964,47.2626,5.6144,11.4194,103.89,141.34,126.33,103.89,,,a_114S2.csv
RPRNMLPKPHKGFFA38DA,大安區,大安區復興南路二段151巷30弄1號十三樓,2024-12-06,住宅大樓,住家用,13,19,39.6,2858,無,,,是,31.1666,22.863,2.5198,5.7838,91.7,125.01,112.6,91.7,含增建/未登記,其他增建；,a_114S3.csv
RPRPMLTKLHKGFDA38DA,信義區,信義區忠孝東路四段553巷28號六樓,2024-12-05,華廈,住家用,6,7,46.1,4341,無,,,是,37.7399,33.4686,4.2713,0,115.02,129.7,115.02,115.02,含增建/未登記,陽台外推；其他增建；,a_114S2.csv
RPVNMLOKJHKGFDA87DA,信義區,信義區吳興街118巷22號六樓,2024-12-03,華廈,住家用,6,7,40,2870,無,,,是,37.1531,30.6251,3.4697,3.0583,77.25,93.71,84.18,77.25,,,a_114S1.csv
RPOOMLOLKIJGFFA67DA,大安區,大安區復興南路二段290號二樓,2024-12-02,住宅大樓,住家用,2,12,47.2,2660,無,,,是,27.2341,17.4452,6.6671,3.1218,97.67,152.48,110.32,97.67,含增建/未登記,陽台外推；,a_114S1.csv
RPRNMLKKKIJGFFA47EA,大安區,大安區復興南路一段107巷5弄1號二樓,2024-11-29,住宅大樓,住家用,2,15,8.1,5150,有,400,9.314,是,44.1832,18.6007,3.6754,12.5931,136.22,255.37,213.23,116.56,,,a_114S1.csv
RPQNMLQLKIJGFFA08EA,大安區,大安區信義路四段258號十五樓,2024-11-27,住宅大樓,住家用,15,15,42,5088,有,,,否,56.7883,47.0539,3.1914,6.5431,,,,89.6,含增建/未登記、頂樓,頂樓加蓋；,a_114S1.csv
RPWNMLKKKHKGFFA87DA,大安區,大安區安和路一段80號十樓,2024-11-27,住宅大樓,住家用,10,12,47.6,6210,無,,,是,59.7075,47.668,7.9316,4.108,104.01,130.28,111.69,104.01,含增建/未登記,其他增建；,a_114S1.csv
RPPNMLLKKIJGFFA37EA,大安區,大安區光復南路346巷26號,2024-11-27,華廈,住家用,1,7,44.8,1834,無,,,是,18.3376,13.3251,3.0311,1.9814,100.01,137.63,112.13,100.01,特殊關係、含增建/未登記、一樓,親友、員工、共有人或其他特殊關係間之交易；其他增建；,a_114S1.csv
RPPOMLOKLHKGFFA77DA,大安區,大安區延吉街241巷2弄11號七樓,2024-11-24,華廈,住家用,7,7,42.3,3995,無,,,是,41.618,28.5318,4.0807,9.0054,95.99,140.02,122.5,95.99,含增建/未登記、頂樓,頂樓加蓋；,a_114S2.csv
RPQNMLSKKIJGFFA18EA,大安區,大安區光復南路260巷54號二樓,2024-11-22,華廈,住家用,2,7,42.9,4300,無,,,是,48.1126,41.3245,5.0639,1.7243,89.37,104.05,92.7,89.37,含增建/未登記,陽台外推；,a_114S1.csv
RPQNMLQLKIJGFFA97DA,大安區,大安區復興南路二段171巷18號四樓,2024-11-20,住宅大樓,住家用,4,19,39.5,3100,無,,,是,39.0497,29.3516,3.2882,6.41,79.39,105.62,94.98,79.39,,,a_114S1.csv
RPQNMLQJJHKGFFA77EA,大安區,大安區安和路二段5號七樓,2024-11-19,住宅大樓,住家用,7,12,43.2,1868,無,,,是,17.7537,13.5157,0,4.238,105.22,138.21,138.21,105.22,,,a_114S1.csv
RPSQMLMKOHKGFFA38DA,大安區,大安區敦化南路二段81巷61號二樓,2024-11-18,華廈,住家用,2,7,43.4,3810,無,,,是,34.9478,26.5807,5.1818,3.1853,109.02,143.34,119.95,109.02,含增建/未登記,陽台外推；其他增建；,a_114S3.csv
RPRNMLOLKIJGFFA97EA,大安區,大安區臨江街91號七樓,2024-11-18,華廈,商業用,7,8,25.2,950,無,,,是,39.7818,23.2048,4.7795,11.7975,23.88,40.94,33.95,23.88,其他備註,土地所有權屬台北市市場處；建物坐落地號：通化段二小段388地號；,a_114S1.csv
RPPNMLQLJIJGFFA87EA,大安區,大安區仁愛路四段345巷2弄1號二樓,2024-11-14,華廈,住家用,2,7,52.1,5888,無,,,是,53.6847,53.6847,0,0,109.68,109.68,109.68,109.68,,,a_113S4.csv
RPUNMLOLRHJGFFA88EA,大安區,大安區光復南路180巷14號四樓,2024-11-14,住宅大樓,住家用,4,12,50.2,6688,無,,,是,63.3465,59.8073,0,3.5393,105.58,111.83,111.83,105.58,,,a_113S4.csv
