編號,行政區,門牌,交易日,建物型態,主要用途,樓層,總樓層,交易時屋齡,總價(萬),有車位,車位價(萬),車位(坪),車位可拆分,總坪,主建物(坪),附屬+陽台(坪),共有部分(坪),①扣車位建坪單價,②÷主建物,③÷主+附,含車位單價(僅參考),備註標記,備註原文,來源檔
RPVNMLTJKHLGFFA68DA,大安區,大安區敦化南路二段32號十一樓之1,2025-11-17,住宅大樓,住家用,11,12,43.9,5200,無,,,是,46.1706,35.6466,3.509,7.015,112.63,145.88,132.8,112.63,含增建/未登記,陽台外推；,a_115S1.csv
RPPNMLRLJIKGFFA08EA,大安區,大安區通化街19巷10號七樓,2025-11-16,華廈,住家用,7,7,42.4,2770,無,,,是,33.5412,26.9467,4.719,1.8755,82.58,102.8,87.48,82.58,頂樓,,a_114S4.csv
RPTNMLNJKIKGFFA87DA,大安區,大安區仁愛路四段300巷29號六樓,2025-11-16,華廈,住家用,6,7,45.2,5200,無,,,是,55.9383,44.038,8.7665,3.1339,92.96,118.08,98.48,92.96,含增建/未登記,陽台外推；其他增建；,a_115S1.csv
RPVNMLQJJHLGFFA28DA,大安區,大安區安和路一段102巷24號五樓,2025-11-15,華廈,住家用,5,7,43.2,4335,無,,,是,41.8388,35.205,5.2484,1.3855,103.61,123.14,107.16,103.61,含增建/未登記,其他增建；,a_115S2.csv
RPSNMLRLJIKGFFA28DA,大安區,大安區仁愛路四段122巷60號三樓,2025-11-13,華廈,住家用,3,7,44.8,3465,無,,,是,32.9423,28.0357,3.7268,1.1798,105.18,123.59,109.09,105.18,,,a_115S1.csv
RPOOMLQLJIKGFFA87DA,大安區,大安區樂業街166號二樓,2025-11-11,公寓,住家用,2,5,44.8,650,無,,,是,25.5219,21.3837,2.4775,1.6607,25.47,30.4,27.24,25.47,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_115S1.csv
RPRNMLSKJIKGFFA18DA,大安區,大安區樂利路5巷20號五樓,2025-11-08,公寓,住家用,5,5,41.8,2088,無,,,是,26.2842,19.9196,3.4606,2.904,79.44,104.82,89.31,79.44,含增建/未登記、頂樓,陽台外推；,a_115S1.csv
RPPNMLKLJIKGFDA07DA,信義區,信義區吳興街363之4號,2025-11-07,公寓,住家用,1,4,49.3,1735,無,,,是,21.3142,21.3142,0,0,81.4,81.4,81.4,81.4,一樓,,a_114S4.csv
RPVPMLQKJHLGFFA58DA,大安區,大安區仁愛路四段112巷21號七樓,2025-11-07,華廈,住家用,7,7,44.3,5980,無,,,是,48.5392,36.7175,5.8141,6.0077,123.2,162.87,140.6,123.2,含增建/未登記、頂樓,陽台外推；頂樓加蓋；其他增建；,a_115S1.csv
RPQOMLNLKIKGFDA77EA,信義區,信義區基隆路二段33號八樓之2,2025-11-05,住宅大樓,住家用,8,12,45.5,3210,無,,,是,40.5834,32.068,2.1084,6.407,79.1,100.1,93.92,79.1,,,a_115S1.csv
RPVNMLRJJHLGFFA38DA,大安區,大安區復興南路一段132號十四樓之2,2025-11-04,住宅大樓,住家用,14,15,1.6,2538,無,,,是,15.9145,9.2474,0.6141,6.053,159.48,274.45,257.36,159.48,,,a_115S1.csv
RPUNMLRLJHLGFFA48DA,大安區,大安區樂利路57號三樓,2025-11-04,華廈,住家用,3,7,39.5,3250,無,,,是,36.6842,28.8888,3.6391,4.1564,88.59,112.5,99.91,88.59,,,a_115S1.csv
RPPNMLPLJIKGFFA77DA,大安區,大安區忠孝東路四段205巷9號,2025-11-03,華廈,住商用,1,7,49,2500,無,,,是,37.4435,34.2097,0,3.2337,66.77,73.08,73.08,66.77,其他備註、一樓,一樓格局：10房1廳1衛地下室格局：開放空間+1衛,a_114S4.csv
RPPOMLOJKIKGFFA67DA,大安區,大安區延吉街131巷35號六樓,2025-11-02,華廈,住家用,6,7,44.8,2500,無,,,是,39.3069,25.6187,7.7622,5.926,63.6,97.58,74.89,63.6,特殊關係,親屬間交易親友、員工、共有人或其他特殊關係間之交易；,a_115S1.csv
RPQOMLSJKIKGFDA97DA,信義區,信義區吳興街462號四樓,2025-11-01,華廈,住家用,4,6,36.4,2800,無,,,是,38.6716,29.8144,3.4062,5.4511,72.4,93.91,84.29,72.4,含增建/未登記,陽台外推；其他增建；,a_115S1.csv
RPUNMLLKKIKGFDA77EA,信義區,信義區和平東路三段391巷20弄19號二樓,2025-10-31,公寓,住家用,2,5,48.2,1760,無,,,是,25.3979,22.1067,3.2912,0,69.3,79.61,69.3,69.3,,,a_115S1.csv
RPTNMLQLJIKGFFA28DA,大安區,大安區仁愛路四段433號八樓,2025-10-30,住宅大樓,住家用,8,12,38.3,6800,有,400,9.2747,是,59.7831,41.618,5.3936,3.4969,126.71,153.78,136.14,113.74,含增建/未登記,其他增建；,a_115S1.csv
RPRNMLNKJIKGFFA67DA,大安區,大安區仁愛路四段33號九樓之3,2025-10-29,住宅大樓,住家用,9,12,48.9,3600,無,,,是,37.6068,26.8136,5.7052,5.0881,95.73,134.26,110.71,95.73,含增建/未登記,其他增建：陽台加窗。其他增建；,a_114S4.csv
RPPNMLKKKIKGFFA37EA,大安區,大安區信義路四段250號二樓,2025-10-28,住宅大樓,住家用,2,12,48.2,2300,無,,,是,30.1653,25.8154,1.0073,3.3426,76.25,89.09,85.75,76.25,,,a_115S1.csv
RPRNMLMKJHLGFFA57DA,大安區,大安區復興南路二段157號十二樓,2025-10-28,住宅大樓,住家用,12,12,45.8,2500,無,,,是,31.5477,25.9817,1.6759,3.8902,79.25,96.22,90.39,79.25,頂樓,,a_115S1.csv
RPPNMLSLKIKGFFA18DA,大安區,大安區信義路三段192號十一樓之1,2025-10-28,住宅大樓,住家用,11,12,43.4,1500,無,,,是,12.6899,9.4289,0.9741,2.2869,118.2,159.08,144.19,118.2,含增建/未登記,陽台外推；,a_115S1.csv
RPPNMLLLJIKGFFA37DA,大安區,大安區延吉街110號二樓,2025-10-27,華廈,住家用,2,7,38.8,4950,無,,,是,52.8347,38.236,5.0276,9.5711,93.69,129.46,114.42,93.69,,,a_114S4.csv
RPPOMLQJJIKGFFA77DA,大安區,大安區復興南路一段219巷12號五樓之2,2025-10-27,華廈,住家用,5,7,47.8,9250,有,500,6.891,是,116.6501,92.3351,10.2306,7.1935,79.72,94.76,85.31,79.3,含增建/未登記,土地價格：8310萬元整、建物價格：440萬元整。其他增建；,a_114S4.csv
RPSNMLSKKIKGFFA38DA,大安區,大安區光復南路390號十樓之2,2025-10-26,住宅大樓,住家用,10,12,47.2,3663,無,,,是,39.924,27.9298,4.8763,7.1178,91.75,131.15,111.66,91.75,含增建/未登記,其他增建；,a_115S1.csv
RPRNMLMKJIKGFDA37DA,信義區,信義區吳興街281巷9號二樓,2025-10-25,公寓,住家用,2,4,53.2,1528,無,,,是,22.3759,22.3759,0,0,68.29,68.29,68.29,68.29,,,a_114S4.csv
RPQNMLNJKIKGFFA67EA,大安區,大安區敦化南路二段63巷54弄4號三樓,2025-10-24,華廈,住家用,3,7,41.3,4138,無,,,是,35.9673,29.9989,2.5985,3.3699,115.05,137.94,126.94,115.05,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S4.csv
RPPNMLOKMHLGFFA87DA,大安區,大安區忠孝東路四段120之16號,2025-10-23,住宅大樓,住家用,4,12,56,6880,無,,,是,64.2752,64.2752,0,0,107.04,107.04,107.04,107.04,,,a_115S2.csv
RPPQMLOLJIKGFDA77DA,信義區,信義區吳興街50巷19弄2號三樓,2025-10-22,公寓,住家用,3,4,48.7,2920,無,,,是,44.9364,39.8816,5.0548,0,64.98,73.22,64.98,64.98,含增建/未登記,陽台外推；其他增建；,a_114S4.csv
RPOOMLKLJIKGFFA27DA,大安區,大安區通化街57巷6號五樓,2025-10-22,華廈,商業用,5,8,26.2,1100,有,,4.229,否,72.2824,35.087,14.3899,18.5765,,,,15.22,其他備註,建物坐落地號：通化段二小段388地號；,a_114S4.csv
RPROMLTLKIKGFDA38DA,信義區,信義區基隆路二段23號四樓之5,2025-10-20,住宅大樓,其他,4,12,36.1,1208,無,,,是,14.402,11.371,0,3.0311,83.88,106.24,106.24,83.88,含增建/未登記,其他增建；,a_115S1.csv
RPPNMLOJKIKGFFA57DA,大安區,大安區復興南路一段342號六樓之6,2025-10-17,住宅大樓,住家用,6,15,1.9,4150,無,,,是,27.5941,16.7131,2.8889,7.9921,150.39,248.31,211.71,150.39,,,a_114S4.csv
RPWNMLMJKIKGFFA08DA,大安區,大安區安和路二段88號十四樓之1,2025-10-17,住宅大樓,住家用,14,25,36.2,5200,有,,,否,80.0476,47.7769,11.6221,20.6487,,,,64.96,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S4.csv
RPRNMLNLKIKGFFA87DA,大安區,大安區仁愛路四段266巷10號七樓,2025-10-16,華廈,住家用,7,7,45.1,4200,無,,,是,46.2311,33.4142,4.8824,7.9346,90.85,125.7,109.67,90.85,含增建/未登記、頂樓,其他增建；,a_115S1.csv
RPRNMLSJJHLGFFA08DA,大安區,大安區敦化南路二段28號十二樓,2025-10-15,住宅大樓,住家用,12,18,38.2,2064,無,,,是,21.9282,16.453,2.1236,3.3517,94.13,125.45,111.11,94.13,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_115S1.csv
RPQNMLTKJIKGFFA18DA,大安區,大安區復興南路一段132號二樓之2,2025-10-13,住宅大樓,住家用,2,15,1.5,1988.75,無,,,是,15.9145,9.2474,0.6141,6.053,124.96,215.06,201.67,124.96,,,a_115S1.csv
RPRNMLTKJIKGFFA28DA,大安區,大安區復興南路一段132號二樓,2025-10-13,住宅大樓,住家用,2,15,1.5,1840,無,,,是,14.7166,8.6273,0.487,5.6023,125.03,213.28,201.88,125.03,,,a_115S1.csv
RPSNMLTKJIKGFFA38DA,大安區,大安區復興南路一段132號二樓之1,2025-10-13,住宅大樓,住家用,2,15,1.5,1592.5,無,,,是,12.7413,7.8983,0,4.843,124.99,201.63,201.63,124.99,,,a_115S1.csv
RPRNMLMLKIKGFFA87EA,大安區,大安區光復南路240巷47號七樓,2025-10-12,華廈,住家用,7,7,43.8,5000,無,,,是,44.0289,36.6933,5.0094,2.3262,113.56,136.26,119.9,113.56,含增建/未登記、頂樓,其他增建；,a_115S1.csv
RPRNMLQKKIKGFFA08DA,大安區,大安區通化街19巷49號五樓,2025-10-12,華廈,住家用,5,7,41.3,3550,無,,,是,36.4997,28.4713,5.2877,2.7407,97.26,124.69,105.16,97.26,含增建/未登記,陽台外推；其他增建；,a_115S1.csv
RPWSMLSLJHLGFDA09DA,信義區,信義區仁愛路四段520之3號十樓,2025-10-10,住宅大樓,住家用,10,12,45.2,3968,無,,,是,31.9622,26.2479,0.4235,5.2907,124.15,151.17,148.77,124.15,,,a_115S1.csv
RPQOMLLKKIKGFDA37DA,信義區,信義區基隆路一段380巷10號九樓,2025-10-10,住宅大樓,住家用,9,12,42.1,2300,無,,,是,31.4358,20.812,3.5453,7.0785,73.16,110.51,94.43,73.16,,,a_115S1.csv
RPPNMLQJJHLGFFA67DA,大安區,大安區信義路四段199巷9號五樓,2025-10-06,華廈,住家用,5,7,46,5600,無,,,是,57.0092,49.0443,7.9648,0,98.23,114.18,98.23,98.23,含增建/未登記,陽台外推；,a_115S1.csv
RPRNMLQJJIKGFFA87DA,大安區,大安區信義路四段256號九樓,2025-10-05,住宅大樓,住商用,9,15,42.9,5300,無,,,是,48.6783,37.9728,3.0704,7.6351,108.88,139.57,129.13,108.88,含增建/未登記,陽台外推；其他增建；,a_115S1.csv
RPQNMLRKJIKGFFA08EA,大安區,大安區仁愛路四段25之1號三樓,2025-10-03,住宅大樓,住家用,3,12,54,10188.6892,無,,,是,109.3205,79.7118,0,29.6087,93.2,127.82,127.82,93.2,,,a_114S4.csv
RPSNMLNLKIKGFFA97DA,大安區,大安區仁愛路四段112巷50號七樓,2025-10-03,華廈,住家用,7,7,43.3,4050,無,,,是,43.0458,37.2136,4.2864,1.5458,94.09,108.83,97.59,94.09,含增建/未登記、頂樓,陽台外推；,a_115S1.csv
RPUNMLMKJHLGFFA87DA,大安區,大安區敦化南路二段148號十八樓,2025-10-01,住宅大樓,住家用,18,19,40.5,3760,無,,,是,35.4258,21.6106,3.4001,10.4151,106.14,173.99,150.34,106.14,含增建/未登記,陽台外推；,a_115S1.csv
RPUNMLSLJIKGFDA38DA,信義區,信義區基隆路一段380巷2號四樓,2025-09-30,住宅大樓,住家用,4,12,42,2986,無,,,是,31.4358,20.812,3.5453,7.0785,94.99,143.47,122.59,94.99,含增建/未登記,陽台外推；其他增建；,a_115S1.csv
RPVNMLSKJIKGFFA58DA,大安區,大安區基隆路二段190號九樓之4、之5,2025-09-29,住宅大樓,住家用,9,12,43.8,1900,無,,,是,21.3293,15.3005,1.6577,4.3711,89.08,124.18,112.04,89.08,含增建/未登記,陽台外推；,a_114S4.csv
RPSNMLTJIIKGFFA28EA,大安區,大安區安和路二段78號十四樓,2025-09-27,住宅大樓,住家用,14,15,46.7,3968,無,,,是,38.1997,30.5525,2.414,5.2333,103.88,129.87,120.36,103.88,,,a_114S4.csv
RPRNMLTJIIKGFFA08DA,大安區,大安區信義路四段265巷12弄17號四樓之2,2025-09-26,華廈,住家用,4,7,48.3,3510,無,,,是,32.7003,26.4869,2.7225,3.4909,107.34,132.52,120.17,107.34,,,a_114S4.csv
RPQNMLPJJIKGFFA77EA,大安區,大安區信義路四段265巷31弄7號七樓之11,2025-09-26,華廈,住家用,7,7,47.2,6000,無,,,是,50.2543,33.1207,5.0518,12.0819,119.39,181.16,157.18,119.39,含增建/未登記、頂樓,陽台外推；頂樓加蓋；,a_114S4.csv
RPWOMLKLIIKGFFA97DA,大安區,大安區安和路二段88號十二樓,2025-09-25,住宅大樓,住家用,12,25,36.1,6800,有,400,10.9687,是,73.4319,44.3495,9.1385,8.9752,102.46,144.31,119.65,92.6,含增建/未登記,陽台外推；其他增建；,a_114S4.csv
RPPNMLKMIIKGFFA27DA,大安區,大安區仁愛路四段266巷15弄8號五樓,2025-09-22,華廈,住家用,5,7,45,3800,無,,,是,39.449,31.8502,6.5068,1.092,96.33,119.31,99.07,96.33,,,a_114S4.csv
RPPOMLMJIIKGFFA27DA,大安區,大安區安和路一段100號三樓之1,2025-09-22,住宅大樓,住家用,3,12,48.6,5408,無,,,是,52.027,40.1448,4.2108,7.6714,103.95,134.71,121.92,103.95,含增建/未登記,陽台外推；其他增建；,a_114S4.csv
RPXNMLQLJIKGFDA48DA,信義區,信義區基隆路二段149號十二樓之1,2025-09-21,住宅大樓,住家用,12,15,10.9,2770,無,,,是,25.2376,14.9828,2.0933,8.1615,109.76,184.88,162.21,109.76,,,a_115S1.csv
RPTOMLNJJIKGFFA87DA,大安區,大安區安和路二段88號四樓之3,2025-09-19,住宅大樓,住家用,4,25,36.1,6880,無,,,是,69.7686,48.3486,11.6372,9.7829,98.61,142.3,114.69,98.61,含增建/未登記,陽台外推；,a_114S4.csv
RPWNMLSKJIKGFFA68DA,大安區,大安區通化街215號六樓,2025-09-19,華廈,住家用,6,7,40.7,1200,無,,,是,37.1137,28.801,5.3119,3.0008,32.33,41.67,35.18,32.33,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S4.csv
RPQOMLQKKIKGFFA08DA,大安區,大安區光復南路240巷5號七樓,2025-09-18,住宅大樓,住家用,7,12,47.2,5978,無,,,是,53.718,42.4287,4.2562,7.0331,111.28,140.9,128.05,111.28,,,a_115S1.csv
RPPOMLNKIIKGFFA47DA,大安區,大安區通化街123巷17號二樓,2025-09-18,公寓,住家用,2,5,47,2230,無,,,是,28.7405,23.474,5.2665,0,77.59,95,77.59,77.59,含增建/未登記,其他增建；,a_114S4.csv
RPOOMLPKIIKGFFA57DA,大安區,大安區通化街104號二樓,2025-09-16,公寓,住家用,2,5,48,1098,無,,,是,12.336,11.1078,1.2282,0,89.01,98.85,89.01,89.01,含增建/未登記,陽台外推；其他增建；,a_114S4.csv
RPVNMLOJKHLGFDA97DA,信義區,信義區吳興街508號三樓,2025-09-14,華廈,住家用,3,7,36.2,2700,無,,,是,40.8466,32.2102,6.0409,2.5955,66.1,83.82,70.59,66.1,,,a_115S1.csv
RPOOMLKLIIKGFFA17DA,大安區,大安區光復南路688號十一樓之7,2025-09-13,住宅大樓,住家用,11,14,8.3,1588,無,,,是,12.0909,6.7911,1.4308,3.869,131.34,233.83,193.14,131.34,,,a_114S4.csv
RPRNMLLLIIKGFFA47DA,大安區,大安區瑞安街208巷61弄4號,2025-09-12,公寓,住家用,1,4,53,4432,無,,,是,26.3417,26.3417,0,0,168.25,168.25,168.25,168.25,一樓,,a_114S4.csv
RPXOMLNLRHKGFFA56DA,大安區,大安區忠孝東路四段170巷6弄6號二樓,2025-09-11,華廈,住家用,2,7,46.2,3768,無,,,是,43.8716,31.8593,5.4753,6.537,85.89,118.27,100.93,85.89,含增建/未登記,其他增建；,a_114S4.csv
RPTNMLNKIIKGFFA77DA,大安區,大安區忠孝東路四段2號十一樓之9,2025-09-11,住宅大樓,住家用,11,12,46.8,2950,無,,,是,25.7912,20.8967,0.5082,4.3863,114.38,141.17,137.82,114.38,,,a_114S4.csv
RPVNMLRLIIKGFDA28DA,信義區,信義區吳興街284巷24弄14號三樓,2025-09-09,公寓,住家用,3,4,49.4,1500,無,,,是,24.6961,24.6961,0,0,60.74,60.74,60.74,60.74,,,a_114S4.csv
RPOOMLNKIIKGFFA37DA,大安區,大安區信義路四段265巷21弄22號七樓之1,2025-09-06,華廈,住家用,7,7,45.8,3858,無,,,是,45.2268,35.2231,4.84,5.1637,85.3,109.53,96.3,85.3,含增建/未登記、頂樓,頂樓加蓋；,a_115S1.csv
RPPNMLRJNHLGFFA18DA,大安區,大安區復興南路一段219巷22號六樓,2025-09-05,華廈,住家用,6,7,48.4,1350,無,,,是,43.2757,32.0499,6.1892,5.0366,31.2,42.12,35.3,31.2,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_115S2.csv
RPTOMLNJIIKGFDA57DA,信義區,信義區基隆路一段364巷34號九樓之1,2025-09-03,住宅大樓,住家用,9,12,42,2610,無,,,是,32.2949,21.0601,2.1992,9.0357,80.82,123.93,112.21,80.82,,,a_114S4.csv
RPQPMLQKKIKGFDA97DA,信義區,信義區基隆路二段149號八樓之3,2025-09-01,住宅大樓,住家用,8,15,10.9,3270,有,220,4.2048,是,32.7063,16.1081,3.6058,8.7876,107.01,189.35,154.71,99.98,含增建/未登記,其他增建:陽台加窗其他增建；,a_115S1.csv
RPQNMLLLRHKGFFA18DA,大安區,大安區敦化南路一段233巷28號四樓,2025-08-31,華廈,住家用,4,7,48.7,3866,無,,,是,40.6984,40.6984,0,0,94.99,94.99,94.99,94.99,含增建/未登記,其他增建；,a_114S4.csv
RPPNMLRJRHKGFFA48DA,大安區,大安區和平東路三段278號九樓之1,2025-08-31,住宅大樓,住家用,9,12,39.4,2628,無,,,是,35.813,26.0301,4.0989,5.684,73.38,100.96,87.22,73.38,含增建/未登記,陽台外推；其他增建；,a_114S4.csv
RPOOMLKLJHLGFFA27DA,大安區,大安區復興南路一段342號三樓之5,2025-08-30,住宅大樓,住家用,3,15,1.8,6300,有,400,11.4073,是,51.4462,24.4087,4.2138,11.4164,147.36,241.72,206.13,122.46,,,a_115S1.csv
RPQOMLLJIIKGFFA27DA,大安區,大安區復興南路二段171巷30號十八樓,2025-08-26,住宅大樓,住家用,18,19,40.2,3350,無,,,是,39.1375,29.3516,3.2882,6.4977,85.6,114.13,102.64,85.6,,,a_114S4.csv
RPQNMLMKRHKGFFA18DA,大安區,大安區復興南路一段132號五樓,2025-08-26,住宅大樓,住家用,5,15,1.3,2250,有,250,5.1123,是,19.8289,8.6273,0.487,5.6023,135.9,231.82,219.43,113.47,,,a_114S4.csv
RPQNMLMJRHKGFFA18EA,大安區,大安區忠孝東路四段216巷19弄6號二樓,2025-08-22,華廈,住家用,2,7,48.7,3400,無,,,是,38.2118,38.2118,0,0,88.98,88.98,88.98,88.98,其他備註,買方王OO另外支付賣方土地增值稅新台幣4861180元整,a_114S3.csv
RPQNMLRJIIKGFDA67EA,信義區,信義區吳興街361巷23弄13號七樓,2025-08-22,華廈,住家用,7,7,43.7,1600,無,,,是,32.0317,25.1347,5.805,1.092,49.95,63.66,51.71,49.95,特殊關係、含增建/未登記、頂樓,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,a_114S4.csv
RPSNMLPKIIKGFFA87DA,大安區,大安區大安路一段19巷16號六樓,2025-08-22,華廈,住家用,6,7,48.9,5080,無,,,是,54.8977,54.8977,0,0,92.54,92.54,92.54,92.54,含增建/未登記,其他增建；,a_114S4.csv
RPSNMLNLIIKGFDA67EA,信義區,信義區基隆路二段23號三樓之1,2025-08-21,住宅大樓,商業用,3,12,35.9,1330,無,,,是,15.7814,11.4496,0,4.3318,84.28,116.16,116.16,84.28,,,a_114S4.csv
RPTOMLPJRHKGFFA78DA,大安區,大安區仁愛路四段112巷3弄4號二樓,2025-08-20,華廈,住家用,2,7,42.6,3366,無,,,是,39.4793,29.3758,4.5466,5.5569,85.26,114.58,99.23,85.26,含增建/未登記,陽台外推；其他增建；,a_114S4.csv
RPUNMLLKJIKGFFA77DA,大安區,大安區忠孝東路四段112號四樓之11,2025-08-18,住宅大樓,住家用,4,12,49.9,2368,無,,,是,20.3492,18.0714,0,2.2778,116.37,131.04,131.04,116.37,,,a_114S4.csv
RPVNMLRKRHKGFFA56DA,大安區,大安區仁愛路四段112巷23號四樓,2025-08-18,華廈,住家用,4,7,44.1,5858,有,400,,否,51.9907,36.7175,6.3707,8.9026,,,,112.67,含增建/未登記,陽台外推；其他增建；,a_114S4.csv
RPSNMLSJPHKGFFA78EA,大安區,大安區忠孝東路四段216巷29號五樓之2,2025-08-17,華廈,住家用,5,7,49.5,1331,無,,,是,11.4285,10.4968,0,0.9317,116.46,126.8,126.8,116.46,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S3.csv
RPSNMLSLQHKGFFA98DA,大安區,大安區文昌街278巷9號四樓,2025-08-14,公寓,住家用,4,5,45.2,1800,無,,,是,25.6974,22.9083,2.7891,0,70.05,78.57,70.05,70.05,,,a_114S3.csv
RPQNMLKMIIKGFFA47EA,大安區,大安區通化街180巷7號三樓,2025-08-14,公寓,住家用,3,5,45.8,1750,無,,,是,23.6343,19.5929,4.0414,0,74.04,89.32,74.04,74.04,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S4.csv
RPRNMLRLQHKGFFA78DA,大安區,大安區敦化南路二段28號七樓,2025-08-13,住宅大樓,住家用,7,18,38.1,6750,無,,,是,62.6568,47.0085,6.0712,9.5772,107.73,143.59,127.17,107.73,含增建/未登記,其他增建；,a_114S4.csv
RPRNMLRJIIKGFDA67DA,信義區,信義區光復南路567號六樓之6,2025-08-10,住宅大樓,住家用,6,18,17,3236,有,350,7.2116,是,33.269,15.7088,1.1707,9.1779,110.76,183.72,170.98,97.27,含增建/未登記,陽台外推；,a_114S4.csv
RPQOMLMLRHKGFFA38DA,大安區,大安區敦化南路二段63巷57號七樓之1,2025-08-09,住宅大樓,住家用,7,17,39.7,4168,無,,,是,41.7511,29.4,3.3457,9.0054,99.83,141.77,127.28,99.83,,,a_114S4.csv
RPRNMLPKQHKGFFA48DA,大安區,大安區忠孝東路四段216巷31號三樓之1,2025-08-05,華廈,住家用,3,7,49.5,5813,無,,,是,58.6154,53.5486,0,5.0669,99.17,108.56,108.56,99.17,含增建/未登記,陽台外推；其他增建；,a_114S3.csv
RPPNMLNLLHLGFFA77DA,大安區,大安區光復南路240巷9號四樓,2025-08-04,住宅大樓,住家用,4,12,47.2,5100,有,300,5.6628,是,63.5976,51.6216,4.2562,2.057,82.85,92.98,85.9,80.19,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_115S2.csv
RPXNMLPKRHKGFFA56DA,大安區,大安區忠孝東路四段233號八樓之6,2025-08-04,住宅大樓,住家用,8,11,42.7,1450,無,,,是,13.5792,10.6843,0,2.8949,106.78,135.71,135.71,106.78,,,a_114S4.csv
RPPNMLPJQHKGFFA18DA,大安區,大安區通安街71號三樓之1,2025-08-02,華廈,住家用,3,7,43.7,268.6,無,,,是,3.5514,3.0855,0,0.4659,75.63,87.05,87.05,75.63,其他備註,建物格局：無隔間、1衛。,a_114S3.csv
RPRNMLMKRHKGFFA28DA,大安區,大安區光復南路260巷54號二樓,2025-08-01,華廈,住家用,2,7,43.7,4575,無,,,是,48.1126,41.3245,5.0639,1.7243,95.09,110.71,98.62,95.09,含增建/未登記,陽台外推；,a_114S4.csv
RPUNMLLKRHKGFFA48DA,大安區,大安區復興南路一段135巷17號十一樓,2025-07-30,住宅大樓,住家用,11,12,52.4,2500,無,,,是,26.3538,21.0298,0,5.324,94.86,118.88,118.88,94.86,,,a_114S4.csv
RPQNMLMJIIKGFDA07DA,信義區,信義區光復南路567號十五樓之11,2025-07-29,住宅大樓,住家用,15,18,16.9,1760,無,,,是,13.0045,7.8499,0.5838,4.5708,135.34,224.21,208.69,135.34,含增建/未登記,土地金額:15999075元正、建物金額:1600925元正陽台外推；夾層；,a_114S4.csv
RPPNMLOLRHKGFFA38DA,大安區,大安區信義路四段143號十一樓,2025-07-27,住宅大樓,住家用,11,12,43.4,4398,無,,,是,45.5111,36.0852,6.5975,2.8284,96.64,121.88,103.04,96.64,含增建/未登記,陽台外推；其他增建；,a_114S4.csv
RPOOMLSKRHKGFFA68DA,大安區,大安區安和路一段110號五樓,2025-07-27,住宅大樓,住家用,5,12,47.9,4700,無,,,是,45.133,35.2897,5.4511,4.3923,104.14,133.18,115.36,104.14,含增建/未登記,陽台外推；,a_114S4.csv
RPPNMLKMJHLGFFA37DA,大安區,大安區信義路四段263號五樓之1,2025-07-27,住宅大樓,住家用,5,14,48.2,3250,無,,,是,40.8708,36.6902,4.1806,0,79.52,88.58,79.52,79.52,含增建/未登記,陽台外推；,a_115S1.csv
RPSOMLTJRHKGFDA88DA,信義區,信義區和平東路三段435巷7弄27號四樓,2025-07-27,公寓,住家用,4,5,47.8,1800,無,,,是,28.0387,24.5509,3.4878,0,64.2,73.32,64.2,64.2,,,a_114S4.csv
RPSOMLQJQHKGFFA68DA,大安區,大安區通安街71號二樓之1,2025-07-27,華廈,住家用,2,7,43.6,270,無,,,是,3.5514,3.0855,0,0.4659,76.03,87.51,87.51,76.03,其他備註,建物格局：無隔間、1衛。,a_114S3.csv
RPXOMLPJRHKGFDA98DA,信義區,信義區基隆路二段149號十四樓之2,2025-07-26,住宅大樓,住家用,14,15,10.8,3700,有,220,4.2048,是,34.9236,17.7386,3.2852,9.6951,113.29,196.18,165.53,105.95,其他備註,塔式車位位於地下四層。,a_114S4.csv
RPPNMLTJRHKGFFA68DA,大安區,大安區安和路二段12號四樓,2025-07-26,住宅大樓,住家用,4,12,42.2,4208,無,,,是,37.2075,30.6765,5.2756,1.2554,113.1,137.17,117.04,113.1,含增建/未登記,陽台外推；其他增建；,a_114S4.csv
RPSOMLRJIIKGFFA08DA,大安區,大安區復興南路二段65號十一樓之3,2025-07-24,住宅大樓,住家用,11,12,47.5,3728,無,,,是,36.3998,29.5361,1.7243,5.1395,102.42,126.22,119.26,102.42,,,a_114S4.csv
RPPNMLNKQHKGFFA08DA,大安區,大安區通安街71號,2025-07-24,華廈,住商用,1,7,43.6,268,無,,,是,3.5514,3.0855,0,0.4659,75.46,86.86,86.86,75.46,其他備註、一樓,建物格局：無隔間、1衛。,a_114S4.csv
RPQNMLMLRHKGFFA28DA,大安區,大安區復興南路一段132號二樓之5,2025-07-23,住宅大樓,住家用,2,15,1.2,1620,無,,,是,11.3468,5.5963,1.4369,4.3137,142.77,289.48,230.34,142.77,,,a_114S4.csv
